publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p858614,,2016-11-13T16:29:56.100Z,2016-11-13T16:42:06.203Z,174.2855533,-41.86674955,3.849736679,13.4375,M,,NonLinLoc,,automatic,nz3drx,61,61,42,0.3385119165,140.0121831,2.18113044,0
2016p858613,,2016-11-13T16:29:24.962Z,2016-11-13T16:31:22.489Z,174.2701254,-41.76203194,3.63922114,5.234375,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.04320864713,203.2875579,0.4699026502,0
2016p858612,,2016-11-13T16:28:35.438Z,2016-11-13T16:32:26.121Z,173.6523353,-42.50234008,3.632221654,50.9375,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.1197469295,147.3961081,1.648885704,0
2016p858603,earthquake,2016-11-13T16:23:46.504Z,2016-11-13T16:50:21.321Z,174.032536,-41.90105027,4.780193805,26.09375,M,,NonLinLoc,confirmed,manual,nz3drx,82,77,57,0.203493181,141.2548777,0.9145571848,0
2016p858601,,2016-11-13T16:22:48.365Z,2016-11-13T16:25:16.717Z,176.2018487,-39.30921481,3.013851215,24.6875,M,,NonLinLoc,,automatic,nz3drx,21,21,15,0.4009158513,160.836787,1.43905251,0
2016p858599,earthquake,2016-11-13T16:21:58.146Z,2016-11-13T16:38:39.839Z,174.249947,-41.68970444,4.187823985,11.328125,M,,NonLinLoc,confirmed,manual,nz3drx,36,31,25,0.06697907076,123.3856781,0.5399712477,0
2016p858596,,2016-11-13T16:20:07.603Z,2016-11-13T16:41:24.299Z,174.4463216,-41.65626963,3.783267002,7.34375,M,,NonLinLoc,,automatic,nz3drx,74,74,54,0.1987330245,157.5300379,2.212889991,0
2016p858590,,2016-11-13T16:17:04.185Z,2016-11-13T16:19:42.199Z,174.8572889,-41.49822389,3.799701669,9.21875,M,,NonLinLoc,,automatic,nz3drx,26,26,19,0.3047117711,123.4627563,1.417487347,0
2016p858589,,2016-11-13T16:16:20.482Z,2016-11-13T16:22:37.315Z,173.798721,-42.24795082,3.971055527,25.15625,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.256101152,147.5435054,1.19939264,0
2016p858583,,2016-11-13T16:13:21.957Z,2016-11-13T16:15:47.604Z,174.0330435,-42.38657802,4.002446554,11.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.366205442,173.8624205,1.538573502,0
2016p858581,,2016-11-13T16:12:24.098Z,2016-11-13T16:18:53.630Z,173.9850603,-41.80622623,3.834601847,12.03125,M,,NonLinLoc,,automatic,nz3drx,25,25,18,0.1203674609,171.8816746,1.024386648,0
2016p858579,,2016-11-13T16:11:00.033Z,2016-11-13T16:13:34.333Z,174.2236126,-41.70060915,3.857783713,9.921875,M,,NonLinLoc,,automatic,nz3drx,38,38,30,0.05069746415,108.4639469,1.366739864,0
2016p858576,,2016-11-13T16:09:43.734Z,2016-11-13T16:12:42.519Z,175.5279593,-40.02236733,3.037086379,7.8125,M,,NonLinLoc,,automatic,nz3drx,22,22,17,0.3324639966,235.7727538,1.550215615,0
2016p858575,,2016-11-13T16:08:53.336Z,2016-11-13T16:17:07.967Z,173.2454552,-42.46550323,4.193896542,20.46875,M,,NonLinLoc,,automatic,nz3drx,102,102,71,0.2223923165,109.1073919,2.257277715,0
2016p858561,,2016-11-13T16:01:43.067Z,2016-11-13T16:04:53.407Z,173.7534484,-42.41683417,4.332704741,18.59375,M,,NonLinLoc,,automatic,nz3drx,29,29,21,0.1582839446,154.592491,1.254926214,0
2016p858555,,2016-11-13T15:58:51.518Z,2016-11-13T16:02:05.380Z,176.1072179,-39.20131853,3.505152027,5.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.3013407803,183.1864723,1.480543665,0
2016p858554,earthquake,2016-11-13T15:58:01.256Z,2016-11-13T16:05:36.551Z,174.2103865,-41.76862114,4.850722385,13.203125,M,,NonLinLoc,confirmed,manual,nz3drx,44,39,31,0.01815842251,134.8829618,0.672783603,0
2016p858548,,2016-11-13T15:54:52.833Z,2016-11-13T15:57:30.257Z,173.9689504,-42.47815078,4.278025464,26.5625,M,,NonLinLoc,,automatic,nz3drx,23,23,19,0.3226861226,175.6189295,1.418452631,0
2016p858547,,2016-11-13T15:54:21.668Z,2016-11-13T15:56:31.410Z,174.2318644,-41.68667101,3.878421371,23.28125,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.06558132815,111.1241105,0.4820928158,0
2016p858545,,2016-11-13T15:52:44.773Z,2016-11-13T15:55:27.354Z,174.0163303,-42.3327025,4.406946004,20.9375,M,,NonLinLoc,,automatic,nz3drx,39,39,31,0.3630060425,170.9635299,2.433939431,0
2016p858543,,2016-11-13T15:51:58.255Z,2016-11-13T15:53:39.388Z,174.1916873,-41.74888708,3.809709085,8.28125,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.01671658731,120.1372937,0.4278312995,0
2016p858532,,2016-11-13T15:46:12.705Z,2016-11-13T15:48:26.467Z,174.6057983,-42.13966892,4.495981387,55.625,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.6833683499,199.1097022,1.494854206,0
2016p858527,earthquake,2016-11-13T15:43:18.516Z,2016-11-13T15:59:02.341Z,173.640074,-42.2266442,4.675339443,27.96875,M,,NonLinLoc,confirmed,manual,nz3drx,39,36,28,0.2040145756,134.4463145,1.098437239,0
2016p858526,earthquake,2016-11-13T15:42:45.257Z,2016-11-13T15:55:41.401Z,179.2362671,-36.87786102,5.111492997,1,M,operator assigned,LOCSAT,confirmed,manual,iasp91,94,89,67,1.008659482,282.4975433,1.118705223,0
2016p858523,,2016-11-13T15:41:11.372Z,2016-11-13T15:43:09.587Z,174.1767279,-41.70423755,3.826232007,5.234375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.05381377743,69.04527153,0.5455198621,0
2016p858521,,2016-11-13T15:40:06.784Z,2016-11-13T15:42:20.992Z,173.6697475,-42.15742275,4.302549057,20.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.2766699818,141.16977,0.807010285,0
2016p858518,not locatable,2016-11-13T15:38:46.537Z,2016-11-13T15:50:19.472Z,175.3456099,-39.47660673,3.888748469,17.1875,M,,NonLinLoc,confirmed,automatic,nz3drx,20,20,15,0.2643962966,155.4297264,2.078356046,0
2016p858516,earthquake,2016-11-13T15:37:50.779Z,2016-11-13T15:48:04.441Z,173.65802,-42.27055353,4.523826348,19.53125,M,,NonLinLoc,confirmed,manual,nz3drx,32,30,20,0.1704791581,140.6066298,0.8976405384,0
2016p858512,,2016-11-13T15:35:16.791Z,2016-11-13T15:37:20.077Z,174.0767592,-42.05917415,4.097961559,19.53125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3261989824,181.882972,0.7936157067,0
2016p858509,,2016-11-13T15:33:59.076Z,2016-11-13T15:36:03.263Z,176.300247,-39.02384322,4.082211485,8.28125,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.3663084567,232.7755519,0.8028371516,0
2016p858508,earthquake,2016-11-13T15:33:03.682Z,2016-11-13T15:43:17.202Z,174.2409326,-41.77118531,5.314235929,16.015625,M,,NonLinLoc,confirmed,manual,nz3drx,85,82,62,0.02848281637,133.12561,0.921070289,0
2016p858503,,2016-11-13T15:30:31.727Z,2016-11-13T15:33:27.032Z,172.5446133,-43.1029708,3.661894452,5.46875,M,,NonLinLoc,,automatic,nz3drx,26,26,17,0.1071598561,96.84343662,1.729523877,0
2016p858494,,2016-11-13T15:25:47.951Z,2016-11-13T15:28:18.162Z,176.1844664,-39.10032146,3.255572546,19.53125,M,,NonLinLoc,,automatic,nz3drx,26,26,20,0.4318532089,234.7603508,1.244248019,0
2016p858492,earthquake,2016-11-13T15:24:55.334Z,2016-11-13T15:39:00.326Z,174.3313198,-41.74547654,4.452643008,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,26,24,18,0.08774551572,190.7129169,0.6145050136,0
2016p858488,earthquake,2016-11-13T15:22:38.483Z,2016-11-13T15:37:24.197Z,174.1532532,-41.75776951,4.807068488,35.46875,M,,NonLinLoc,confirmed,manual,nz3drx,31,26,25,0.2104272446,157.797689,0.7895459015,0
2016p858486,earthquake,2016-11-13T15:21:32.220Z,2016-11-13T15:35:33.146Z,174.301407,-41.75961301,4.082956539,11.796875,M,,NonLinLoc,confirmed,manual,nz3drx,26,22,18,0.06566973681,202.4898933,0.5926370267,0
2016p858483,,2016-11-13T15:19:59.708Z,2016-11-13T15:22:21.138Z,174.1422677,-41.70739668,3.526935544,14.84375,M,,NonLinLoc,,automatic,nz3drx,24,24,19,0.1990501566,151.5068149,1.4854259,0
2016p858478,,2016-11-13T15:17:26.689Z,2016-11-13T15:20:01.972Z,176.2331714,-39.14181186,3.081252315,8.28125,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.2689482016,137.1889451,1.012115695,0
2016p858476,earthquake,2016-11-13T15:16:31.454Z,2016-11-13T15:33:17.135Z,173.9485468,-41.862719,4.411082209,17.421875,M,,NonLinLoc,confirmed,manual,nz3drx,24,20,15,0.155247465,150.0068711,0.5435475553,0
2016p858475,earthquake,2016-11-13T15:15:54.279Z,2016-11-13T15:28:54.356Z,174.3037261,-41.72298,4.300645689,11.796875,M,,NonLinLoc,confirmed,manual,nz3drx,24,21,17,0.07282643356,141.7137711,0.5100048891,0
2016p858472,,2016-11-13T15:14:21.528Z,2016-11-13T15:16:47.875Z,176.0878611,-39.36576067,3.024103742,9.6875,M,,NonLinLoc,,automatic,nz3drx,27,27,16,0.2633591905,125.9608528,1.640223249,0
2016p858471,earthquake,2016-11-13T15:13:34.450Z,2016-11-13T15:27:08.700Z,174.2115561,-41.69858687,4.088077023,14.140625,M,,NonLinLoc,confirmed,manual,nz3drx,33,29,23,0.05211430183,98.07049257,0.5233950681,0
2016p858467,,2016-11-13T15:11:28.855Z,2016-11-13T15:14:19.404Z,176.4986532,-38.5782193,2.974482163,43.4375,M,,NonLinLoc,,automatic,nz3drx,19,19,14,0.2383042259,98.20971711,1.770965656,0
2016p858465,earthquake,2016-11-13T15:10:37.539Z,2016-11-13T15:24:04.751Z,174.9920141,-41.41380174,4.355408152,20.9375,M,,NonLinLoc,confirmed,manual,nz3drx,32,32,24,0.1926287009,208.6758708,1.012335545,0
2016p858464,earthquake,2016-11-13T15:09:44.815Z,2016-11-13T15:19:48.813Z,173.7069163,-42.15850651,4.663434502,28.90625,M,,NonLinLoc,confirmed,manual,nz3drx,23,19,15,0.2866584011,148.6069347,0.9382500214,0
2016p858456,,2016-11-13T15:05:58.317Z,2016-11-13T15:08:20.267Z,175.7487387,-39.79560295,3.595410654,5.9375,M,,NonLinLoc,,automatic,nz3drx,20,20,14,0.3626214362,241.9681978,1.888453578,0
2016p858455,earthquake,2016-11-13T15:05:08.754Z,2016-11-13T15:16:12.764Z,173.8700708,-42.27005072,4.685910434,22.34375,M,,NonLinLoc,confirmed,manual,nz3drx,22,20,34,0.2859048309,168.5490292,0.6732078932,0
2016p858453,,2016-11-13T15:04:07.319Z,2016-11-13T15:07:05.719Z,172.6851932,-42.8081749,3.973833012,5.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.3018969111,207.1474305,1.425482375,0
2016p858452,,2016-11-13T15:03:16.692Z,2016-11-13T15:05:46.746Z,174.8505052,-41.36960194,3.933267263,32.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.3015799888,121.3315249,1.047556673,0
2016p858447,,2016-11-13T15:01:19.487Z,2016-11-13T15:04:32.688Z,176.1862706,-39.18705636,3.020644689,6.40625,M,,NonLinLoc,,automatic,nz3drx,22,22,16,0.2384882315,92.99035795,1.235857467,0
2016p858446,earthquake,2016-11-13T15:00:07.741Z,2016-11-13T15:06:15.398Z,173.9374683,-41.83402989,4.076242214,18.359375,M,,NonLinLoc,confirmed,manual,nz3drx,20,15,26,0.1255905645,142.5749759,0.5248613849,0
2016p858441,,2016-11-13T14:57:56.970Z,2016-11-13T15:00:24.182Z,174.9105872,-41.37971336,3.877452844,5.46875,M,,NonLinLoc,,automatic,nz3drx,28,28,21,0.1409000857,188.6573477,2.424658148,0
2016p858437,,2016-11-13T14:55:31.735Z,2016-11-13T14:57:51.662Z,174.0976431,-41.73695169,3.503982816,8.046875,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.08769953229,112.789705,0.5271636591,0
2016p858433,earthquake,2016-11-13T14:53:36.873Z,2016-11-13T15:11:59.332Z,173.6544542,-42.41062208,4.131956907,25.15625,M,,NonLinLoc,confirmed,manual,nz3drx,31,29,21,0.7145620041,145.4528905,0.7868459087,0
2016p858428,earthquake,2016-11-13T14:50:49.779Z,2016-11-13T14:58:45.853Z,174.2852631,-41.72243812,4.397680074,17.421875,M,,NonLinLoc,confirmed,manual,nz3drx,76,69,53,0.06057184034,141.6164061,0.758855115,0
2016p858422,,2016-11-13T14:47:43.475Z,2016-11-13T14:53:09.739Z,173.7852868,-42.4527996,4.071179664,45.3125,M,,NonLinLoc,,automatic,nz3drx,24,24,19,0.7558332173,165.3318601,1.939521025,0
2016p858419,earthquake,2016-11-13T14:46:01.212Z,2016-11-13T14:55:23.042Z,174.2049642,-41.4114444,4.086370879,8.515625,M,,NonLinLoc,confirmed,manual,nz3drx,20,19,14,0.1976225794,105.2185113,0.7735452812,0
2016p858417,,2016-11-13T14:44:51.986Z,2016-11-13T14:51:30.415Z,173.6977798,-42.29507237,4.15848219,30.78125,M,,NonLinLoc,,automatic,nz3drx,23,23,16,0.169076445,143.2612509,0.8220544685,0
2016p858413,earthquake,2016-11-13T14:42:47.030Z,2016-11-13T14:51:02.481Z,173.6840461,-42.30301627,4.36214058,11.5625,M,,NonLinLoc,confirmed,manual,nz3drx,40,37,29,0.1562623869,146.8603842,0.8803650179,0
2016p858410,,2016-11-13T14:41:20.318Z,2016-11-13T14:44:02.403Z,175.83213,-39.99817804,3.324695258,11.5625,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.4678973638,133.4077922,2.188403049,0
2016p858409,earthquake,2016-11-13T14:40:41.974Z,2016-11-13T14:46:46.955Z,174.272953,-41.70122365,4.049740612,8.28125,M,,NonLinLoc,confirmed,manual,nz3drx,21,17,13,0.06667424271,142.1380823,0.4636899963,0
2016p858408,,2016-11-13T14:40:18.409Z,2016-11-13T14:42:43.206Z,174.8369064,-38.21024148,3.058038261,59.375,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.7173033676,172.9502256,1.345380097,0
2016p858406,,2016-11-13T14:39:14.104Z,2016-11-13T14:41:40.496Z,173.2526681,-42.49742408,3.706767912,9.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.2267106463,129.9193224,0.8425299423,0
2016p858401,earthquake,2016-11-13T14:36:42.278Z,2016-11-13T16:13:51.502Z,175.7613697,-39.02364639,2.98663754,8.1640625,M,,NonLinLoc,confirmed,manual,nz3drx,54,46,35,0.06869745563,47.24110261,0.3752328583,0
2016p858402,,2016-11-13T14:36:13.423Z,2016-11-13T14:42:34.420Z,173.0297059,-42.55772404,4.001646619,15.3125,M,,NonLinLoc,,automatic,nz3drx,21,21,13,0.4017859085,110.1288616,1.594335005,0
2016p858399,earthquake,2016-11-13T14:35:08.376Z,2016-11-13T16:15:29.378Z,175.7295445,-39.01683933,3.145076964,7.2265625,M,,NonLinLoc,confirmed,manual,nz3drx,17,10,7,0.04762648557,174.4194742,0.2406674781,0
2016p858395,,2016-11-13T14:33:12.315Z,2016-11-13T14:45:18.330Z,173.6459991,-42.3069156,4.300259028,23.28125,M,,NonLinLoc,,automatic,nz3drx,23,23,17,0.1351439601,138.3772563,1.318871248,0
2016p858393,,2016-11-13T14:32:17.953Z,2016-11-13T14:35:30.304Z,174.1682456,-41.69898351,3.8799076,8.515625,M,,NonLinLoc,,automatic,nz3drx,32,32,25,0.06157016533,118.2695632,1.346265534,0
2016p858391,earthquake,2016-11-13T14:30:58.778Z,2016-11-13T16:18:45.844Z,175.7001041,-39.46151772,2.420883206,19.765625,M,,NonLinLoc,confirmed,manual,nz3drx,30,25,19,0.0679089488,152.3481336,0.2136804632,0
2016p858392,,2016-11-13T14:30:46.184Z,2016-11-13T15:44:20.917Z,173.4914779,-42.49099965,4.052489149,54.6875,M,,NonLinLoc,,automatic,nz3drx,30,30,19,0.5833144691,143.5486974,1.769068716,0
2016p858386,,2016-11-13T14:28:11.806Z,2016-11-13T14:30:40.270Z,174.1991286,-41.69905613,3.805769246,13.90625,M,,NonLinLoc,,automatic,nz3drx,33,33,24,0.05266545242,87.835114,1.137492118,0
2016p858382,,2016-11-13T14:26:05.837Z,2016-11-13T14:28:31.649Z,174.1031188,-41.76213811,3.763713916,9.453125,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.08363869581,161.7757314,0.5802093398,0
2016p858376,earthquake,2016-11-13T14:22:51.378Z,2016-11-13T14:40:37.686Z,174.1954867,-41.76484751,4.216417279,8.046875,M,,NonLinLoc,confirmed,manual,nz3drx,35,27,17,0.01990558255,144.0478624,0.3929767789,0
2016p858372,,2016-11-13T14:21:06.673Z,2016-11-13T14:23:13.294Z,176.7078325,-38.39131968,2.738566434,24.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.3032495939,109.1933753,1.245849679,0
2016p858371,earthquake,2016-11-13T14:20:03.746Z,2016-11-13T14:37:40.679Z,174.2067267,-41.73097699,4.283108602,7.8125,M,,NonLinLoc,confirmed,manual,nz3drx,24,19,15,0.02038021881,102.6743945,0.516653824,0
2016p858368,,2016-11-13T14:18:57.252Z,2016-11-13T14:38:49.351Z,174.1684269,-41.82161122,4.49210131,29.84375,M,,NonLinLoc,,automatic,nz3drx,38,38,25,0.2408948356,130.5870726,1.251471861,0
2016p858364,,2016-11-13T14:16:35.246Z,2016-11-13T14:19:21.102Z,175.8670666,-39.61245743,3.76035156,30.3125,M,,NonLinLoc,,automatic,nz3drx,30,30,21,0.6676824664,119.9376589,1.763960393,0
2016p858362,earthquake,2016-11-13T14:15:48.939Z,2016-11-13T14:35:40.507Z,174.1020098,-41.81048865,4.627556293,23.046875,M,,NonLinLoc,confirmed,manual,nz3drx,35,30,24,0.103342865,217.7784717,0.6494891959,0
2016p858358,,2016-11-13T14:13:13.704Z,2016-11-13T14:15:30.227Z,178.222792,-37.76505833,2.989531368,26.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1552115521,198.480233,1.067585571,0
2016p858356,earthquake,2016-11-13T14:12:29.416Z,2016-11-13T14:33:08.947Z,174.1975733,-41.77158195,4.466443282,13.671875,M,,NonLinLoc,confirmed,manual,nz3drx,26,19,15,0.2454594436,177.6298549,0.8117590723,0
2016p858354,,2016-11-13T14:11:00.485Z,2016-11-13T14:13:08.197Z,174.0993425,-41.74617768,4.211226586,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.08558507543,119.2014214,0.9654209584,0
2016p858351,earthquake,2016-11-13T14:09:28.151Z,2016-11-13T14:29:51.874Z,174.3363539,-41.7322786,4.665352317,11.796875,M,,NonLinLoc,confirmed,manual,nz3drx,28,22,18,0.09338436636,181.7932501,0.6041294291,0
2016p858349,earthquake,2016-11-13T14:08:42.320Z,2016-11-13T14:26:55.579Z,172.7175043,-42.76737161,4.906930947,11.09375,M,,NonLinLoc,confirmed,manual,nz3drx,21,15,12,0.3070201672,218.0229557,0.7424706608,0
2016p858348,,2016-11-13T14:08:09.489Z,2016-11-13T14:11:08.022Z,174.1677755,-41.76403469,4.620050878,5.234375,M,,NonLinLoc,,automatic,nz3drx,26,26,19,0.03713562602,157.377381,1.395872005,0
2016p858347,earthquake,2016-11-13T14:07:22.441Z,2016-11-13T14:43:47.820Z,172.7758987,-42.6847539,4.7969496,13.671875,M,,NonLinLoc,confirmed,manual,nz3drx,38,34,19,0.3406980004,86.43547875,0.618657396,0
2016p858340,,2016-11-13T14:04:04.751Z,2016-11-13T15:35:53.731Z,173.2980945,-42.52544561,5.131960364,37.8125,M,,NonLinLoc,,automatic,nz3drx,70,70,28,0.2091162716,129.9264655,2.236103338,0
2016p858337,,2016-11-13T14:02:13.179Z,2016-11-13T14:04:43.898Z,175.7546213,-39.479844,3.133632247,5.234375,M,,NonLinLoc,,automatic,nz3drx,31,31,21,0.222208774,137.4098739,1.242767669,0
2016p858332,earthquake,2016-11-13T13:59:43.787Z,2016-11-13T14:18:02.888Z,173.367691,-42.58538055,4.297225579,23.81171989,M,,LOCSAT,confirmed,manual,iasp91,40,38,40,0.2114365697,152.9363632,0.8186494705,0
2016p858329,earthquake,2016-11-13T13:58:19.510Z,2016-11-13T14:32:33.936Z,174.9139557,-41.51872635,4.273441696,12.01139832,M,,LOCSAT,confirmed,manual,iasp91,32,28,40,0.2588531077,109.9707794,2.749614563,0
2016p858327,earthquake,2016-11-13T13:56:41.234Z,2016-11-13T14:40:53.341Z,172.8574524,-42.58514404,4.310372664,7.463256359,M,,LOCSAT,confirmed,manual,iasp91,20,18,12,0.4037003517,122.5358734,0.8469849565,0
2016p858321,earthquake,2016-11-13T13:53:37.920Z,2016-11-13T14:12:33.440Z,174.1781313,-41.75683099,4.637967888,45.3125,M,,NonLinLoc,confirmed,manual,nz3drx,28,26,19,0.8011218482,152.3463651,0.5723609534,0
2016p858314,earthquake,2016-11-13T13:50:01.482Z,2016-11-13T14:01:46.006Z,174.274826,-41.75743866,5.050724559,8.014200211,M,,LOCSAT,confirmed,manual,iasp91,26,22,43,0.04641534761,158.8403931,0.948439635,0
2016p858308,,2016-11-13T13:47:12.344Z,2016-11-13T13:49:42.724Z,175.636876,-39.24951832,2.698668934,7.578125,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.02357528387,114.2422609,0.8261862504,0
2016p858307,earthquake,2016-11-13T13:46:15.377Z,2016-11-13T14:08:01.313Z,173.6434021,-42.15898132,4.385722068,5.558020592,M,,LOCSAT,confirmed,manual,iasp91,22,17,21,0.268266499,137.9460945,0.6177009299,0
2016p858300,earthquake,2016-11-13T13:42:29.770Z,2016-11-13T14:44:44.161Z,173.701828,-42.30407715,4.411349339,9.250918388,M,,LOCSAT,confirmed,manual,iasp91,22,18,20,0.1645487398,153.3915367,0.8968019399,0
2016p858279,earthquake,2016-11-13T13:31:26.655Z,2016-11-13T14:01:38.765Z,173.6596039,-42.26058734,5.960588576,25.15625,M,,NonLinLoc,confirmed,manual,nz3drx,82,76,58,0.1796780354,138.3354397,0.8478443404,0
2016p858276,earthquake,2016-11-13T13:29:42.895Z,2016-11-13T13:54:04.781Z,174.2994222,-41.73119484,4.51191365,8.515625,M,,NonLinLoc,confirmed,manual,nz3drx,30,25,25,0.06691580084,175.6529646,0.4522809125,0
2016p858271,earthquake,2016-11-13T13:27:18.521Z,2016-11-13T13:44:42.912Z,174.2024738,-41.6766322,4.34135037,20.234375,M,,NonLinLoc,confirmed,manual,nz3drx,25,17,13,0.07443849572,91.80194875,0.4575190597,0
2016p858269,,2016-11-13T13:26:15.765Z,2016-11-13T13:28:44.194Z,176.1620454,-39.13964434,3.26259106,5.46875,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.2563046465,132.4181379,1.132966792,0
2016p858268,earthquake,2016-11-13T13:25:24.948Z,2016-11-13T13:41:47.353Z,174.3769377,-41.70844689,4.465539844,13.671875,M,,NonLinLoc,confirmed,manual,nz3drx,29,27,24,0.1293068718,143.4699477,0.6309532287,0
2016p858260,earthquake,2016-11-13T13:21:11.543Z,2016-11-13T13:37:09.241Z,174.2562408,-41.85381699,5.656777982,0,M,,LOCSAT,confirmed,manual,iasp91,83,79,61,0.1094179228,138.201683,0.9370910631,0
2016p858259,earthquake,2016-11-13T13:20:39.365Z,2016-11-13T14:11:06.149Z,174.2018763,-41.65993157,4.017606337,17.890625,M,,NonLinLoc,confirmed,manual,nz3drx,20,13,13,0.09108321216,91.53926772,0.6395961083,0
2016p858254,not locatable,2016-11-13T13:17:43.113Z,2016-11-13T14:58:14.956Z,173.7411931,-42.73185293,4.793785149,39.6875,M,,NonLinLoc,confirmed,automatic,nz3drx,10,10,8,0.5696775132,201.0472738,0.9103698063,0
2016p858253,earthquake,2016-11-13T13:17:15.291Z,2016-11-13T13:37:44.670Z,174.276152,-41.70048345,4.033288988,7.109375,M,,NonLinLoc,confirmed,manual,nz3drx,23,16,21,0.06884378181,143.182581,0.5298391638,0
2016p858250,earthquake,2016-11-13T13:15:47.394Z,2016-11-13T13:20:23.255Z,173.2988434,-42.54858398,4.350788229,12.55484962,M,,LOCSAT,confirmed,manual,iasp91,32,27,24,0.2216192335,138.6446838,1.128922772,0
2016p858245,earthquake,2016-11-13T13:12:42.344Z,2016-11-14T00:36:10.232Z,176.71292,-38.04690792,2.150868442,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,17,11,7,0.06398288437,76.86292375,0.3829639674,0
2016p858244,earthquake,2016-11-13T13:12:31.230Z,2016-11-13T13:28:16.070Z,174.0363922,-41.77230835,4.641325833,15.02649307,M,,LOCSAT,confirmed,manual,iasp91,36,33,25,0.133195594,129.6436081,0.6639236595,0
2016p858240,,2016-11-13T13:10:47.025Z,2016-11-13T13:13:14.247Z,176.1007309,-39.35781677,3.010983581,5.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.255343814,216.5513323,1.32303601,0
2016p858239,earthquake,2016-11-13T13:09:59.517Z,2016-11-13T13:29:57.961Z,174.1856842,-41.7519989,4.036878863,11.48504162,M,,LOCSAT,confirmed,manual,iasp91,27,23,18,0.02126413956,186.9980774,0.7816049053,0
2016p858229,earthquake,2016-11-13T13:04:39.589Z,2016-11-13T13:10:55.484Z,174.2889709,-41.74812698,4.384503736,3.51926899,M,,LOCSAT,confirmed,manual,iasp91,30,27,21,0.05624072626,192.3056183,0.8153511054,0
2016p858218,earthquake,2016-11-13T12:59:09.247Z,2016-11-13T13:27:18.251Z,174.2655709,-41.68849498,4.483894078,5.234375,M,,NonLinLoc,confirmed,manual,nz3drx,20,14,11,0.07361260385,131.3484868,0.4877215413,0
2016p858215,earthquake,2016-11-13T12:57:10.060Z,2016-11-14T01:59:21.495Z,176.1367258,-38.36747969,2.463686802,5.3515625,M,,NonLinLoc,confirmed,manual,nz3drx,18,11,7,0.02702164707,126.3179761,0.3015235624,0
2016p858209,,2016-11-13T12:53:50.886Z,2016-11-13T12:56:19.960Z,176.0289436,-39.25894815,3.915921417,5.46875,M,,NonLinLoc,,automatic,nz3drx,35,35,25,0.371465357,204.0973867,1.731281677,0
2016p858208,,2016-11-13T12:53:22.200Z,2016-11-13T12:56:01.458Z,174.1056228,-37.90734541,4.73510503,40.625,M,,NonLinLoc,,automatic,nz3drx,34,34,25,0.9506230308,193.2082581,2.005066259,0
2016p858207,,2016-11-13T12:52:51.425Z,2016-11-13T12:55:31.616Z,175.5360853,-40.33940837,4.454050111,141.875,M,,NonLinLoc,,automatic,nz3drx,41,41,30,0.1832078872,117.1217988,3.128949659,0
2016p858206,,2016-11-13T12:52:18.852Z,2016-11-13T12:54:30.694Z,173.7421017,-42.25130827,5.093348602,17.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.5447325326,153.0787564,0.8081237208,0
2016p858199,,2016-11-13T12:48:35.710Z,2016-11-13T12:50:59.550Z,173.787284,-42.51960212,4.440283301,19.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,8,0.2096748846,182.4024358,1.234790294,0
2016p858195,,2016-11-13T12:46:29.557Z,2016-11-13T13:40:34.504Z,174.3383857,-41.67645341,4.827740488,5.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.1197242392,135.6993819,1.384720714,0
